workload,SLA,N,required_pass_count,matched_candidate_count,matched_points,runtime_ratio_median,runtime_ratio_P95,runtime_ratio_min,runtime_ratio_max,cost_pass,cost_na_reason,G0_nontrivial_service_pass,G0_paired_relevant_coverage_pass,G0_zero_observed_optimistic_pass,G0_sampled_capacity_pass,G0_request_error_pass,G0_original_recommendation_pass,G0_service_relevant_points,G0_paired_relevant_points,G0_O,G0_approved_decidable,G0_optimistic_approval_fraction,G0_unverified_approvals,G0_E_approval_coverage,G0_all_capacities_identified,G0_max_absolute_relative_capacity_gap,G0_B_R,G0_E_L,G0_R_attainment,G0_recommendation_safe,G0_safe_usable_loss,G0_right_censored_candidates,G0_NA_reasons,G0_capacity_bounds,G0_TTFT_P90_normalized_absolute,G0_TTFT_median_signed_normalized,G0_TTFT_valid_points,G0_TTFT_na_reason,G0_TPOT_P90_normalized_absolute,G0_TPOT_median_signed_normalized,G0_TPOT_valid_points,G0_TPOT_na_reason,G1_nontrivial_service_pass,G1_paired_relevant_coverage_pass,G1_zero_observed_optimistic_pass,G1_sampled_capacity_pass,G1_request_error_pass,G1_original_recommendation_pass,G1_service_relevant_points,G1_paired_relevant_points,G1_O,G1_approved_decidable,G1_optimistic_approval_fraction,G1_unverified_approvals,G1_E_approval_coverage,G1_all_capacities_identified,G1_max_absolute_relative_capacity_gap,G1_B_R,G1_E_L,G1_R_attainment,G1_recommendation_safe,G1_safe_usable_loss,G1_right_censored_candidates,G1_NA_reasons,G1_capacity_bounds,G1_TTFT_P90_normalized_absolute,G1_TTFT_median_signed_normalized,G1_TTFT_valid_points,G1_TTFT_na_reason,G1_TPOT_P90_normalized_absolute,G1_TPOT_median_signed_normalized,G1_TPOT_valid_points,G1_TPOT_na_reason,screen_status,failed_or_unassessed_dimensions
w202,S3,48,44,5,30,471.32309617645836,766.4168485533713,87.47807998533635,786.1956657744756,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
w202,S4,48,44,5,30,471.32309617645836,766.4168485533713,87.47807998533635,786.1956657744756,True,,True,True,True,,True,False,47,47,0,45,0.0,0,0.36,False,,0.128,0.090509668,1.0,True,0.29289321874999996,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.090509668,65.536],""-1"":[0.090509668,65.536],""0"":[0.064,65.536],""1"":[0.016,65.536],""2"":[0.016,65.536]},""R"":{""-2"":[0.128,0.128],""-1"":[0.090509668,0.090509668],""0"":[0.090509668,0.090509668],""1"":[0.016,0.016],""2"":[0.016,0.016]}}",0.02536641212536021,-0.008834404871474058,47,,0.004006680383460193,-0.00023610885546077043,47,,True,True,True,,True,False,60,60,0,58,0.0,0,0.3741935483870968,False,,0.128,0.090509668,1.0,True,0.29289321874999996,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.090509668,65.536],""-1"":[0.090509668,65.536],""0"":[0.0761092554,65.536],""1"":[0.045254834,65.536],""2"":[0.045254834,65.536]},""R"":{""-2"":[0.128,0.128],""-1"":[0.090509668,0.090509668],""0"":[0.090509668,0.090509668],""1"":[0.045254834,0.045254834],""2"":[0.045254834,0.045254834]}}",0.028640938069429467,-0.007752239454627367,60,,0.009032332623514439,-0.00023610881111968407,60,,fail,"[""G0:sampled_capacity not-assessable"",""G0:original_recommendation failed"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
w202,S5,48,44,5,30,471.32309617645836,766.4168485533713,87.47807998533635,786.1956657744756,True,,True,True,True,,True,True,58,58,0,58,0.0,0,0.464,False,,0.181019336,0.181019336,0.9166666666666666,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.181019336,65.536],""-1"":[0.181019336,65.536],""0"":[0.181019336,65.536],""1"":[0.128,65.536],""2"":[0.128,65.536]},""R"":{""-2"":[0.181019336,0.181019336],""-1"":[0.181019336,0.181019336],""0"":[0.181019336,0.181019336],""1"":[0.128,0.128],""2"":[0.128,0.128]}}",0.03147572773991669,-0.004200769328842095,58,,0.02866160861377106,-0.00019675734259973673,58,,True,True,False,,True,True,78,78,1,78,0.01282051282051282,0,0.5032258064516129,False,,0.181019336,0.181019336,0.9166666666666666,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.181019336,65.536],""-1"":[0.181019336,65.536],""0"":[0.181019336,65.536],""1"":[0.1522185107,65.536],""2"":[0.1522185107,65.536]},""R"":{""-2"":[0.181019336,0.181019336],""-1"":[0.181019336,0.181019336],""0"":[0.181019336,0.181019336],""1"":[0.1522185107,0.1522185107],""2"":[0.128,0.128]}}",0.033065772521249905,-0.0038466061305371113,78,,0.03131095738958617,-0.00019675702483336796,78,,fail,"[""G0:sampled_capacity not-assessable"",""G1:zero_observed_optimistic failed"",""G1:sampled_capacity not-assessable""]"
w202,S6,48,44,5,30,471.32309617645836,766.4168485533713,87.47807998533635,786.1956657744756,True,,True,True,True,,True,False,72,72,0,65,0.0,0,0.52,False,,0.512,0.256,1.0,True,0.5,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.256,65.536],""-1"":[0.256,65.536],""0"":[0.256,65.536],""1"":[0.256,65.536],""2"":[0.256,65.536]},""R"":{""-2"":[0.512,0.512],""-1"":[0.512,0.512],""0"":[0.362038672,0.362038672],""1"":[0.362038672,0.362038672],""2"":[0.362038672,0.362038672]}}",0.03511444349328485,-0.0037482274539494633,72,,0.05780867335548989,-0.00011805440796675004,72,,True,True,True,,True,False,97,97,0,86,0.0,0,0.5548387096774193,False,,0.512,0.3044370215,0.9375,True,0.40539644238281247,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.256,65.536],""-1"":[0.256,65.536],""0"":[0.256,65.536],""1"":[0.256,65.536],""2"":[0.3044370215,65.536]},""R"":{""-2"":[0.512,0.512],""-1"":[0.512,0.512],""0"":[0.362038672,0.362038672],""1"":[0.362038672,0.362038672],""2"":[0.362038672,0.362038672]}}",0.035297484527215296,0.01757899819161442,97,,0.06830482303310681,-0.00011805440470852302,97,,fail,"[""G0:sampled_capacity not-assessable"",""G0:original_recommendation failed"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
w203,S1,5,5,5,30,516.7980193754341,658.7559785901047,346.899835946422,664.635427774819,True,,False,,True,False,,,0,0,0,0,,0,0.0,True,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,False,,,0,0,0,0,,0,0.0,True,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity failed"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity failed"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
w203,S2,5,5,5,30,516.7980193754341,658.7559785901047,346.899835946422,664.635427774819,True,,False,,True,False,,,0,0,0,0,,0,0.0,True,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,False,,,0,0,0,0,,0,0.0,True,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity failed"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity failed"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
w203,S3,5,5,5,30,516.7980193754341,658.7559785901047,346.899835946422,664.635427774819,True,,False,,True,False,,,0,0,0,0,,0,0.0,True,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,False,,,0,0,0,0,,0,0.0,True,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity failed"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity failed"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
w203,S4,5,5,5,30,516.7980193754341,658.7559785901047,346.899835946422,664.635427774819,True,,False,True,True,False,False,False,108,108,0,52,0.0,0,0.416,True,0.9986189320678711,65.536,0.256,1.0,True,0.99609375,5,{},"{""E"":{""-2"":[0.256,0.256],""-1"":[0.256,0.256],""0"":[0.256,0.256],""1"":[0.128,0.128],""2"":[0.090509668,0.090509668]},""R"":{""-2"":[65.536,65.536],""-1"":[65.536,65.536],""0"":[65.536,65.536],""1"":[65.536,65.536],""2"":[65.536,65.536]}}",1.0526728840370934,0.4078570661566981,108,,0.03970870529469506,0.009389971883071446,108,,False,True,True,False,False,False,118,118,0,59,0.0,0,0.38064516129032255,True,0.9986189320678711,65.536,0.362038672,1.0,True,0.9944757282714843,5,{},"{""E"":{""-2"":[0.362038672,0.362038672],""-1"":[0.362038672,0.362038672],""0"":[0.362038672,0.362038672],""1"":[0.181019336,0.181019336],""2"":[0.090509668,0.090509668]},""R"":{""-2"":[65.536,65.536],""-1"":[65.536,65.536],""0"":[65.536,65.536],""1"":[65.536,65.536],""2"":[65.536,65.536]}}",1.0516161919154379,0.03327236773531913,118,,0.039708705294694724,0.009639621840038304,118,,fail,"[""G0:nontrivial_service failed"",""G0:sampled_capacity failed"",""G0:request_error failed"",""G0:original_recommendation failed"",""G1:nontrivial_service failed"",""G1:sampled_capacity failed"",""G1:request_error failed"",""G1:original_recommendation failed""]"
w203,S5,5,5,5,30,516.7980193754341,658.7559785901047,346.899835946422,664.635427774819,True,,False,True,True,False,False,False,125,125,0,65,0.0,0,0.52,True,0.96875,65.536,2.048,1.0,True,0.96875,5,{},"{""E"":{""-2"":[2.048,2.048],""-1"":[2.048,2.048],""0"":[2.048,2.048],""1"":[2.048,2.048],""2"":[2.048,2.048]},""R"":{""-2"":[65.536,65.536],""-1"":[65.536,65.536],""0"":[65.536,65.536],""1"":[65.536,65.536],""2"":[65.536,65.536]}}",1.051183498889884,0.12086813105682263,125,,0.03358998168495183,0.00804483102749822,125,,False,True,True,False,False,False,155,155,0,90,0.0,0,0.5806451612903226,True,0.96875,65.536,2.048,1.0,True,0.96875,5,{},"{""E"":{""-2"":[2.048,2.048],""-1"":[2.048,2.048],""0"":[2.048,2.048],""1"":[2.048,2.048],""2"":[2.048,2.048]},""R"":{""-2"":[65.536,65.536],""-1"":[65.536,65.536],""0"":[65.536,65.536],""1"":[65.536,65.536],""2"":[65.536,65.536]}}",1.0485133863338474,0.034353865727276535,155,,0.033839678654672786,0.01359676488886306,155,,fail,"[""G0:nontrivial_service failed"",""G0:sampled_capacity failed"",""G0:request_error failed"",""G0:original_recommendation failed"",""G1:nontrivial_service failed"",""G1:sampled_capacity failed"",""G1:request_error failed"",""G1:original_recommendation failed""]"
w203,S6,5,5,5,30,516.7980193754341,658.7559785901047,346.899835946422,664.635427774819,True,,False,True,True,False,False,False,125,125,0,65,0.0,0,0.52,True,0.96875,65.536,2.048,1.0,True,0.96875,5,{},"{""E"":{""-2"":[2.048,2.048],""-1"":[2.048,2.048],""0"":[2.048,2.048],""1"":[2.048,2.048],""2"":[2.048,2.048]},""R"":{""-2"":[65.536,65.536],""-1"":[65.536,65.536],""0"":[65.536,65.536],""1"":[65.536,65.536],""2"":[65.536,65.536]}}",1.051183498889884,0.12086813105682263,125,,0.020153989010971096,0.004826898616498931,125,,False,True,True,False,False,False,155,155,0,90,0.0,0,0.5806451612903226,True,0.96875,65.536,2.048,1.0,True,0.96875,5,{},"{""E"":{""-2"":[2.048,2.048],""-1"":[2.048,2.048],""0"":[2.048,2.048],""1"":[2.048,2.048],""2"":[2.048,2.048]},""R"":{""-2"":[65.536,65.536],""-1"":[65.536,65.536],""0"":[65.536,65.536],""1"":[65.536,65.536],""2"":[65.536,65.536]}}",1.0485133863338474,0.034353865727276535,155,,0.02030380719280367,0.008158058933317835,155,,fail,"[""G0:nontrivial_service failed"",""G0:sampled_capacity failed"",""G0:request_error failed"",""G0:original_recommendation failed"",""G1:nontrivial_service failed"",""G1:sampled_capacity failed"",""G1:request_error failed"",""G1:original_recommendation failed""]"
w204,S1,44,40,5,30,598.77977347933,748.7580790427659,371.89236977288414,794.6935316884848,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
w204,S2,44,40,5,30,598.77977347933,748.7580790427659,371.89236977288414,794.6935316884848,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
w204,S3,44,40,5,30,598.77977347933,748.7580790427659,371.89236977288414,794.6935316884848,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
w204,S4,44,40,5,30,598.77977347933,748.7580790427659,371.89236977288414,794.6935316884848,True,,True,True,True,,True,True,44,44,0,43,0.0,0,0.344,False,,0.064,0.064,1.0,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.064,65.536],""-1"":[0.064,65.536],""0"":[0.064,65.536],""1"":[0.016,65.536],""2"":[0.016,65.536]},""R"":{""-2"":[0.064,0.064],""-1"":[0.064,0.064],""0"":[0.064,0.064],""1"":[0.064,0.064],""2"":[0.016,0.016]}}",0.01823885565602268,-0.004434352512210656,44,,0.00023597454861468137,-0.00023597445760970004,44,,True,True,True,,True,False,63,63,0,58,0.0,0,0.3741935483870968,False,,0.128,0.090509668,1.0,True,0.29289321874999996,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.090509668,65.536],""-1"":[0.090509668,65.536],""0"":[0.064,65.536],""1"":[0.045254834,65.536],""2"":[0.032,65.536]},""R"":{""-2"":[0.128,0.128],""-1"":[0.128,0.128],""0"":[0.090509668,0.090509668],""1"":[0.064,0.064],""2"":[0.0380546277,0.0380546277]}}",0.027241463390964782,-0.003972235958220456,63,,0.008961186101023921,-0.00023597441242406703,63,,fail,"[""G0:sampled_capacity not-assessable"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
w204,S5,44,40,5,30,598.77977347933,748.7580790427659,371.89236977288414,794.6935316884848,True,,True,True,True,,True,True,46,46,0,46,0.0,0,0.368,False,,0.256,0.256,0.9318181818181818,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.256,65.536],""-1"":[0.064,65.536],""0"":[0.064,65.536],""1"":[0.064,65.536],""2"":[0.064,65.536]},""R"":{""-2"":[0.256,0.256],""-1"":[0.064,0.064],""0"":[0.064,0.064],""1"":[0.064,0.064],""2"":[0.064,0.064]}}",0.0240414633913133,-0.00443435250746423,46,,0.0016601849264852309,-0.0001966453813414167,46,,True,True,False,,True,True,75,75,1,75,0.013333333333333334,0,0.4838709677419355,False,,0.256,0.256,0.9318181818181818,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.256,65.536],""-1"":[0.181019336,65.536],""0"":[0.181019336,65.536],""1"":[0.181019336,65.536],""2"":[0.128,65.536]},""R"":{""-2"":[0.256,0.256],""-1"":[0.181019336,0.181019336],""0"":[0.181019336,0.181019336],""1"":[0.128,0.128],""2"":[0.128,0.128]}}",0.030890761769294766,-0.0039034100780099834,75,,0.02428476654296898,-0.00019664533965624287,75,,fail,"[""G0:sampled_capacity not-assessable"",""G1:zero_observed_optimistic failed"",""G1:sampled_capacity not-assessable""]"
w204,S6,44,40,5,30,598.77977347933,748.7580790427659,371.89236977288414,794.6935316884848,True,,True,True,True,,True,False,64,64,0,60,0.0,0,0.48,False,,0.512,0.362038672,1.0,True,0.29289321874999996,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.362038672,65.536],""-1"":[0.362038672,65.536],""0"":[0.362038672,65.536],""1"":[0.362038672,65.536],""2"":[0.362038672,65.536]},""R"":{""-2"":[0.512,0.512],""-1"":[0.512,0.512],""0"":[0.512,0.512],""1"":[0.512,0.512],""2"":[0.362038672,0.362038672]}}",0.034232385648981754,-0.0037657583370294865,64,,0.0921190639354249,-0.00011798723199152317,64,,True,True,True,,True,False,94,94,0,90,0.0,0,0.5806451612903226,False,,0.512,0.362038672,1.0,True,0.29289321874999996,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.362038672,65.536],""-1"":[0.362038672,65.536],""0"":[0.362038672,65.536],""1"":[0.362038672,65.536],""2"":[0.362038672,65.536]},""R"":{""-2"":[0.512,0.512],""-1"":[0.512,0.512],""0"":[0.512,0.512],""1"":[0.512,0.512],""2"":[0.362038672,0.362038672]}}",0.03437988171590215,-0.0019541558626722613,94,,0.06622388196996953,-0.00011798720568123588,94,,fail,"[""G0:sampled_capacity not-assessable"",""G0:original_recommendation failed"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
